Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
UWP 016,Writing with Artificial Intelligence,4,"Learning Activities:Lecture/Discussion 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",Completion of Entry Level Writing Requirement ( ELWR ) ,"Lecture/Discussion 3 hour(s), Discussion 1 hour(s)",Letter,"AH, WE"
UWP 020,Oral English for International Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,,Lecture/Discussion 4 hour(s),Pass/No Pass only,
UWP 021,Introduction to Academic Reading & Writing for Multilingual Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One placed in the course via Writing Placement 2020 offered by the UWP.Grade Mode:Letter.,,Lecture/Discussion 4 hour(s),Letter,
UWP 022,Intermediate Academic Reading & Writing for Multilingual Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One placed in the course via Writing Placement 2020 offered by the UWP.Grade Mode:Letter.,UWP 021,Lecture/Discussion 4 hour(s),Letter,
UWP 024,English Structures & Strategies in Academic Writing,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Open to students from language backgrounds other than English.Credit Limitation(s):Not open for credit to students who have taken LIN 024.Grade Mode:Letter.,,Lecture/Discussion 4 hour(s),Letter,
UWP 025,Academic Writing for ESL Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have taken LIN 027.Grade Mode:Letter.,Consent of instructor,Lecture/Discussion 4 hour(s),Letter,
UWP 026,Reading in Scientific & Technical Subjects for ESL Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have taken LIN 028.Grade Mode:Pass/No Pass only.,Consent of instructor,Lecture/Discussion 4 hour(s),Pass/No Pass only,
UWP 028,Persuasive Writing for Multilingual Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).,UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V,Lecture/Discussion 4 hour(s),Letter,"AH, WE"
UWP 029,Research Writing for Multilingual Students,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).,UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 002 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V,Lecture/Discussion 4 hour(s),Letter,"AH, WE"
UWP 048,Style in the Essay,4,"Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Restricted to completion ofUWP 001, or equivalent, with C- (P) or better.Credit Limitation(s):Not open for credit to students who have taken UWP 018.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; or equivalent,Lecture/Discussion 4 hour(s),Letter,"AH, WE"
UWP 049,Writing Research Papers,4,"Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Restricted to completion of UWP 1, or equivalent, with C- (P) or better.Credit Limitation(s):Not open for credit to students who have taken UWP 019.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better; or equivalent,Lecture/Discussion 4 hour(s),Letter,"AH, WE"
UWP 092,Internship in Writing,1,Learning Activities:Internship 3-36 hour(s).Repeat Credit:May be repeated 12 unit(s).Grade Mode:Pass/No Pass only.,UWP 001orUWP 001VorUWP 001YorENL 003orENL 003V,Internship 3-36 hour(s),Pass/No Pass only,
UWP 098,Directed Group Study,1,Learning Activities:Variable 1-5 hour(s).Repeat Credit:May be repeated 2 time(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH); Writing Experience (WE).,UWP 001orUWP 001VorUWP 001YorENL 003orENL 003V; or equivalent course; consent of instructor,Variable 1-5 hour(s),Pass/No Pass only,"AH, WE"
UWP 099,Special Study for Undergraduates,1,Learning Activities:Variable 1-5 hour(s).Repeat Credit:May be repeated 2 time(s).Grade Mode:Pass/No Pass only.General Education:Arts & Humanities (AH); Writing Experience (WE).,UWP 001orUWP 001VorUWP 001YorENL 003orENL 003Vor equivalent course; consent of instructor,Variable 1-5 hour(s),Pass/No Pass only,"AH, WE"
UWP 100,Genre Theory & Professional Writing,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing/Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",( UWP 001orUWP 001VorUWP 001Y ) ;UWP 010; or the equivalent ofUWP 001,"Lecture 3 hour(s), Extensive Writing/Discussion 1 hour(s)",Letter,"AH, WE"
UWP 101,Advanced Composition,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR ENL 003 or better OR ENL 003V OR NAS 005 or better or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 101V,Advanced Composition,4,"Learning Activities:Extensive Writing, Web Electronic Discussion 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001Y OR UWP 001V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR ENL 003 or better OR ENL 003V OR NAS 005 or better; upper division standing,"Extensive Writing, Web Electronic Discussion 3 hour(s)",Letter,"AH, WE"
UWP 101Y,Advanced Composition,4,"Learning Activities:Lecture/Discussion 1.50 hour(s), Web Electronic Discussion 1.50 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR ENL 003 or better OR NAS 005 or better OR NAS 005V; and upper division standing,Lecture/Discussion 1,Letter,"AH, WE"
UWP 102A,Writing in the Disciplines: Special Topics,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors or to students concurrently enrolled in an upper division course in a specific academic discipline or interdisciplinary field.Repeat Credit:May be repeated 1 time(s) when taken in conjunction with a different subject-matter course.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102B,Writing in the Disciplines: Biology,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors in a biological science or to students concurrently enrolled in an upper division biological science course.Credit Limitation(s):Not open for credit to students who have completed ENL 102B.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102C,Writing in the Disciplines: History,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors in history or to students concurrently enrolled in an upper division course accepted for the history major.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102D,Writing in the Disciplines: International Relations,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors in international relations or to students concurrently enrolled in an upper division course accepted for the major.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102E,Writing in the Disciplines: Engineering,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to upper division students in the College of Engineering and to students enrolled in an upper division engineering or computer science course for the major.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102F,Writing in the Disciplines: Food Science & Technology,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors in food science and technology and to students concurrently enrolled in an upper division course in food science and technology.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102G,Writing in the Disciplines: Environmental Writing,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to students with upper division coursework with an environmental focus.Credit Limitation(s):Not open for credit to students who have completedUWP 102Ain the same academic field.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102H,Writing in the Disciplines: Human Development & Psychology,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors and minors or to students concurrently enrolled in an upper division course in Human Development or Psychology.Credit Limitation(s):Not open for credit to students who have completedUWP 102Ain the same academic field.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102I,Writing in the Disciplines: Ethnic Studies,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors and minors in ethnic studies, or students with upper division coursework focusing on race and ethnicity.Credit Limitation(s):Not open for credit to students who have completedUWP 102Ain the same academic field.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102J,Writing in the Disciplines: Fine Arts,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors and minors or to students concurrently enrolled in an upper division course in Art History, Art Studio, Design, Music, or Theater & Dance.Credit Limitation(s):Not open for credit to students who have completedUWP 102Ain the same academic field.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better or OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102K,Writing in the Disciplines: Sociology,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors and minors in Sociology or to students concurrently enrolled in an upper division Sociology course.Credit Limitation(s):Not open for credit to students who have completedUWP 102Ain the same academic field.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102L,Writing in the Disciplines: Film Studies,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to majors and minors or to students concurrently enrolled in an upper division course in Film Studies, Technocultural Studies, English, American Studies, or any other upper division course that includes the analysis and understanding of film as a medium.Credit Limitation(s):Not open for credit to students who have completedUWP 102Ain the same academic field.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 102M,Writing in the Disciplines: Community & Regional Development,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Open to upper division Community and Regional Development majors and minors or upper division students concurrently enrolled in an upper division Community and Regional Development course.Grade Mode:Letter.General Education:Arts & Humanities (AH); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, ACGH, WE"
UWP 102N,Writing in the Disciplines: Anthropology,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Enrollment Restriction(s):Restricted to upper division standing; Anthropology Major or Minor.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; 4 or 5 on AP English Lit and Comp exam; or 6 or better on IB HL English Exam,"Lecture 3 hour(s), Term Paper",Letter,"AH, WE"
UWP 102O,Writing in Human Rights Studies,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Writing Experience (WE).",UWP 001 or better; OR UWP 001V; OR UWP 001Y; OR ENL 003 or better OR ENL 003V OR NAS 005 or better OR NAS 005V; OR COM 001 or better; OR COM 002 or better; OR COM 003 or better; OR COM 004 or better; upper-division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,WE
UWP 104A,Writing in the Professions: Business Writing,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104AYorUWP 104AV.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104AV,Writing in the Professions: Business Writing,4,"Learning Activities:Web Virtual Lecture 1.5 hour(s), Web Electronic Discussion 1.5 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104Aor104AY.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001Y OR UWP 001V OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,Web Virtual Lecture 1,Letter,"AH, WE"
UWP 104AY,Writing in the Professions: Business Writing,4,"Learning Activities:Lecture/Discussion 1.50 hour(s), Web Electronic Discussion 1.50 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104AorUWP 104AV.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,Lecture/Discussion 1,Letter,"AH, WE"
UWP 104B,Writing in the Professions: Law,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104C,Writing in the Professions: Journalism,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104D,Writing in the Professions: Elementary & Secondary Education,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104E,Writing in the Professions: Science,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing or enrollment in a graduate science curriculum,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104F,Writing in the Professions: Health,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104FYorUWP 104FV.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001V OR UWP 001Y OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"AH, WE"
UWP 104FV,Writing in the Professions: Health,4,"Learning Activities:Web Virtual Lecture 1.5 hour(s), Web Electronic Discussion 1.5 hour(s), Extensive Writing.Credit Limitation(s):Not open for credit to students who have takenUWP 104ForUWP 104FY.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",UWP 001 or better OR UWP 001Y OR UWP 001V OR ENL 003 or better OR ENL 003V OR COM 001 or better OR COM 002 or better OR COM 003 or better OR COM 004 or better OR NAS 005 or better OR NAS 005V; and upper division standing,Web Virtual Lecture 1,Letter,"AH, WE"
