Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
BIM 161A,Biomolecular Engineering,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Restricted to upper division standing.Credit Limitation(s):Only 3 units of credit for students who have taken BIM 161S.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",BIS 002A;CHE 008BorCHE 118B.,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, QL"
BIM 161L,Biomolecular Engineering Laboratory,3,"Learning Activities:Laboratory 4.50 hour(s), Lecture/Discussion 1.50 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",BIM 161AorBIS 101orBIS 101V.,Laboratory 4,Letter,"SE, QL, SL"
BIM 162,Introduction to the Biophysics of Molecules & Cells,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).,PHY 009CC- or better; (MAT 022BC- or better orMAT 027BC- or better orBIS 027BC- or better).,Lecture 4 hour(s),Letter,"SE, QL, SL"
BIM 163,"Bioelectricity, Biomechanics, & Signaling Systems",4,"Learning Activities:Lecture 3 hour(s), Lecture/Discussion 1 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",(BIM 116orBIM 181orNPB 101); (MAT 022BC- or better orMAT 027BC- or better orBIS 027BC- or better).,"Lecture 3 hour(s), Lecture/Discussion 1 hour(s)",Letter,"SE, QL"
BIM 167,Biomedical Fluid Mechanics,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).",BIM 106C- or better; (NPB 101orBIM 116orBIM 181).,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
BIM 170,Aspects of Medical Device Design & Manufacturing,2,Learning Activities:Lecture 2 hour(s).Enrollment Restriction(s):Open to upper division Biomedical Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).,Consent of instructor.,Lecture 2 hour(s),Letter,SE
BIM 171,Clinical Applications for Biomedical Device Design,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Restricted to Biomedical Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",BIM 116C- or better orBIM 181C- or better orNPB 101C- or better;NPB 101recommended.,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
BIM 172,Introduction to Neuroengineering Lab,2,"Learning Activities:Discussion 1 hour(s), Laboratory 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).",BIM 105; (ENG 100orEEC 100).,"Discussion 1 hour(s), Laboratory 3 hour(s)",Letter,SE
BIM 173,Cell & Tissue Engineering,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Oral Skills (OL); Scientific Literacy (SL); Writing Experience (WE).,BIM 106C- or better;BIM 109C- or better.,Lecture/Discussion 4 hour(s),Letter,"SE, OL, SL, WE"
BIM 174,Microcontroller Applications Lab,2,"Learning Activities:Laboratory 3 hour(s), Lecture 1 hour(s).Enrollment Restriction(s):Restricted to upper division BME students.Credit Limitation(s):No credit for students who have previously takenEEC 010.Grade Mode:Letter.General Education:Science & Engineering (SE).",ENG 017C- or better orENG 017VC- or better..,"Laboratory 3 hour(s), Lecture 1 hour(s)",Letter,SE
BIM 176,Microfluidic Lab,2,"Learning Activities:Lecture 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Upper division standing.Grade Mode:Letter.General Education:Science & Engineering (SE).",CHE 002A; (ENG 017orENG 017V).,"Lecture 1 hour(s), Laboratory 3 hour(s)",Letter,SE
BIM 177,Introduction to Rapid Prototyping for BME,2,Learning Activities:Laboratory 2 hour(s); Lecture/Discussion 1 hour(s).Enrollment Restriction(s):Open to Biomedical Engineering seniors.Grade Mode:Letter.General Education:Science & Engineering (SE).,BIM 110A;BIM 020L.,Laboratory 2 hour(s); Lecture/Discussion 1 hour(s),Letter,SE
BIM 178,Biomedical Engineering Cell Culture Laboratory,2,"Learning Activities:Lecture 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Open to upper division Biomedical Engineering majors only.Credit Limitation(s):1 unit of credit if student has takenANS 133.Grade Mode:Letter.General Education:Science & Engineering (SE).",BIM 116orBIM 181orNPB 101.,"Lecture 1 hour(s), Laboratory 3 hour(s)",Letter,SE
BIM 180,Clinical Needs in Healthcare Settings,5,"Learning Activities:Lecture 2 hour(s), Discussion 2 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Open to Biomedical Engineering majors only.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor; complete all BME lower division coursework; must apply and be selected to the BME Quarter at Aggie Square program.,"Lecture 2 hour(s), Discussion 2 hour(s), Laboratory 3 hour(s)",Letter,SE
BIM 181,Clinical Physiology for Engineers,5,"Learning Activities:Lecture 2 hour(s), Discussion 2 hour(s), Clinical Activity 3 hour(s).Enrollment Restriction(s):Open to Biomedical Engineering majors only; must be selected to Biomedical Engineering Quarter at Aggie Square program.Credit Limitation(s):Only 2 units of credit if student has takenBIM 116orNPB 101; only 3 units of credit if student has takenNPB 110C.Grade Mode:Letter.General Education:Science & Engineering (SE).",Consent of instructor.,"Lecture 2 hour(s), Discussion 2 hour(s), Clinical Activity 3 hour(s)",Letter,SE
BIM 189A,Topics in Biomedical Engineering: Cellular & Molecular Engineering,1,Learning Activities:Variable 3-15 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).,Consent of instructor.,Variable 3-15 hour(s),Letter,SE
BIM 189B,Topics in Biomedical Engineering: Biomedical Imaging,1,Learning Activities:Variable 3-15 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).,Consent of instructor.,Variable 3-15 hour(s),Letter,SE
BIM 189C,Topics in Biomedical Engineering: Biomedical Engineering,1,Learning Activities:Variable 3-15 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).,Consent of instructor.,Variable 3-15 hour(s),Letter,SE
BIM 190A,Upper Division Seminar in Biomedical Engineering,1,Learning Activities:Seminar 1 hour(s).Enrollment Restriction(s):Restricted to upper division standing.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.General Education:Science & Engineering (SE).,,Seminar 1 hour(s),Pass/No Pass only,SE
BIM 192,Internship in Biomedical Engineering,1,Learning Activities:Internship 3-36 hour(s).Enrollment Restriction(s):Restricted to upper division majors.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.General Education:Science & Engineering (SE).,Consent of instructor.,Internship 3-36 hour(s),Pass/No Pass only,SE
BIM 197T,Tutoring in Biomedical Engineering,1,"Learning Activities:Variable 1-5 hour(s).Enrollment Restriction(s):Restricted to upper division standing.Grade Mode:P/NP only.This course version is effective from, and including: Winter Quarter 2026.",Consent of instructor.,Variable 1-5 hour(s),Pass/No Pass only,
BIM 198,Directed Group Study,1,Learning Activities:Variable 3-15 hour(s).Repeat Credit:May be repeated 3 time(s) when content differs.Grade Mode:Pass/No Pass only.General Education:Science & Engineering (SE).,,Variable 3-15 hour(s),Pass/No Pass only,SE
BIM 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable 3-15 hour(s).Grade Mode:Pass/No Pass only.General Education:Science & Engineering (SE).,Consent of instructor.,Variable 3-15 hour(s),Pass/No Pass only,SE
BIM 201,Scientific Communication for Biomedical Engineers,1,Learning Activities:Lecture/Discussion 1 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor.,Lecture/Discussion 1 hour(s),Satisfactory/Unsatisfactory only,
BIM 202,Cell & Molecular Biology for Engineers,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,BIS 104orMCB 121.,Lecture/Discussion 4 hour(s),Letter,
BIM 204,Physiology for Bioengineers,5,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,BIS 001A; or equivalent; graduate standing or consent of instructor.,Lecture 4 hour(s),Letter,
BIM 208Y,Towards Well-Being,2,Learning Activities:Web Electronic Discussion 1 hour(s); Lecture/Discussion 1 hour(s).Enrollment Restriction(s):Open to graduate students or by consent of the instructor.Grade Mode:S/U only.,,Web Electronic Discussion 1 hour(s); Lecture/Discussion 1 hour(s),S/U only,
BIM 209,Scientific Integrity for Biomedical Engineers,2,"Learning Activities:Lecture 1 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Open to Biomedical Engineering majors only.Grade Mode:Satisfactory/Unsatisfactory only.",,"Lecture 1 hour(s), Discussion 1 hour(s)",Satisfactory/Unsatisfactory only,
BIM 210,Introduction to Biomaterials,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,ENG 045orENG 045Y; or consent of instructor.,Lecture 4 hour(s),Letter,
BIM 211,Design of Polymeric Biomaterials & Biological Interfaces,4,Learning Activities:Lecture 4 hour(s).Enrollment Restriction(s):Open to upper division undergraduates or graduate students.Grade Mode:Letter.,ENG 045orENG 045Y; or consent of instructor.,Lecture 4 hour(s),Letter,
BIM 212,Biomedical Heat & Mass Transport Processes,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Cross Listing:MAE 212.Grade Mode:Letter.",EME 165;EBS 125; ECH 153; or equivalent.,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
BIM 213,Principles & Applications of Biological Sensors,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,CHE 002C.,Lecture 4 hour(s),Letter,
BIM 214,Continuum Biomechanics,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,BIM 141;ENG 102; or equivalent.,Lecture 4 hour(s),Letter,
BIM 216,Advanced topics in Cellular Engineering,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,BIM 214; or consent of instructor.,Lecture 4 hour(s),Letter,
BIM 217,Mechanobiology in Health & Disease,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,BIM 106; (BIS 101orBIS 101V);NPB 101; or equivalents.,Lecture/Discussion 4 hour(s),Letter,
BIM 221,Drug Delivery Systems,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,BIM 204recommended but not required.,Lecture/Discussion 4 hour(s),Letter,
BIM 222,Cytoskeletal Mechanics,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,BIM 202.,Lecture/Discussion 4 hour(s),Letter,
BIM 223,Multibody Dynamics,4,Learning Activities:Lecture 4 hour(s).Cross Listing:MAE 223.Grade Mode:Letter.,ENG 102.,Lecture 4 hour(s),Letter,
BIM 225,Spatial Kinematics & Robotics,4,"Learning Activities:Lecture 3 hour(s), Laboratory 3 hour(s).Cross Listing:MAE 225.Grade Mode:Letter.",BIM 222; C Language.,"Lecture 3 hour(s), Laboratory 3 hour(s)",Letter,
BIM 228,"Skeletal Muscle Mechanics: Form, Function, Adaptability",4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,"ENG 035; (ENG 045orENG 045Y);MAT 021D; basic background in biology, physiology, and engineering;NPB 101recommended.",Lecture 4 hour(s),Letter,
BIM 232,Skeletal Tissue Mechanics,3,"Learning Activities:Lecture 3 hour(s), Laboratory 1 hour(s).Cross Listing:MAE 232.Grade Mode:Letter.",Engineering 104B.,"Lecture 3 hour(s), Laboratory 1 hour(s)",Letter,
BIM 233,Soft Tissue Mechanics,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,,Lecture 4 hour(s),Letter,
BIM 239,Advanced Finite Elements & Optimization,4,Learning Activities:Lecture 4 hour(s).Cross Listing:MAE 239.Grade Mode:Letter.,ENG 180orMAT 128Cor EAD 115.,Lecture 4 hour(s),Letter,
BIM 240,Computational Methods in Nonlinear Mechanics,4,Learning Activities:Lecture 4 hour(s).Cross Listing:MAE 240.Grade Mode:Letter.,MAT 128BorENG 180or EAD 115.,Lecture 4 hour(s),Letter,
BIM 241,Introduction to Magnetic Resonance Imaging,4,"Learning Activities:Lecture 3 hour(s), Project.Grade Mode:Letter.",BIM 108;PHY 009D.,"Lecture 3 hour(s), Project",Letter,
BIM 242,Introduction to Biomedical Imaging,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,PHY 009D; EEC 106 or consent of instructor.,Lecture 4 hour(s),Letter,
BIM 243,Radiation Detectors for Biomedical Applications,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,PHY 009D;MAT 021D;MAT 022B.,Lecture/Discussion 4 hour(s),Letter,
BIM 246,Magnetic Resonance Technology,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,PHY 009D;MAT 022B.,Lecture 3 hour(s),Letter,
BIM 248,Multi-modal Neuroimaging Techniques,4,"Learning Activities:Lecture 3 hour(s), Project.Grade Mode:Letter.",BIM 108;BIM 142.,"Lecture 3 hour(s), Project",Letter,
BIM 251,Medical Image Analysis,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,EEC 106.,Lecture 4 hour(s),Letter,
BIM 252,Computational Methods in Biomedical Imaging,4,Learning Activities:Lecture 4 hour(s).Cross Listing:EEC 205.Grade Mode:Letter.,(BIM 105or STA 120); (BIM 108or EEC 150A).,Lecture 4 hour(s),Letter,
BIM 254,Statistical Methods in Genomics,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,,Lecture 4 hour(s),Letter,
BIM 255,Nanoscale Imaging for Molecular Medicine,3,Learning Activities:Lecture/Discussion 3 hour(s).Cross Listing:BPH 255.Grade Mode:Letter.,BIM 202highly recommended; graduate standing.,Lecture/Discussion 3 hour(s),Letter,
BIM 257,Fundamentals of Tissue Optics & Biomedical Applications,5,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Grade Mode:Letter.",,"Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s)",Letter,
BIM 258,Advanced Biophotonics & Bioimaging,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,BIM 108;PHY 108; or an equivalent undergraduate optics course toPHY 108.,Lecture 4 hour(s),Letter,
BIM 260,Techniques in Molecular & Cellular Mechanics,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,,Lecture/Discussion 4 hour(s),Letter,
BIM 262,Cell & Molecular Biophysics for Bioengineers,4,Learning Activities:Lecture 4 hour(s).Credit Limitation(s):Not open for credit to students who have completedBIM 162.Cross Listing:ECH 269.Grade Mode:Letter.,BIM 284; or equivalent; graduate standing; undergraduate students by consent of instructor.,Lecture 4 hour(s),Letter,
BIM 263,Optical Microscopy Hands-On,4,"Learning Activities:Lecture/Discussion 2 hour(s), Laboratory 4 hour(s).Grade Mode:Letter.",Consent of instructor.,"Lecture/Discussion 2 hour(s), Laboratory 4 hour(s)",Letter,
BIM 264,Synthetic & Systems Engineering of Cells,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,,Lecture 4 hour(s),Letter,
