Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
CMN 123,Intercultural Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Credit Limitation(s):Not open for credit to students who have taken CMN 137.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD).",,"Seminar 3 hour(s), Term Paper",Letter,"SS, DD"
CMN 124,Family Communication,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).,,Lecture/Discussion 4 hour(s),Letter,SS
CMN 130,Group Communication,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SS
CMN 131,Strategic Communication in Public Relations,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).,,Lecture/Discussion 4 hour(s),Letter,"SS, WE"
CMN 131V,Strategic Communication in Public Relations,4,"Learning Activities:Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",,"Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,"SS, WE"
CMN 132,Social Media for Public Relations,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).,CMN 131orCMN 131V,Lecture/Discussion 4 hour(s),Letter,SS
CMN 136,Organizational Communication,4,Learning Activities:Lecture 4 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).,,Lecture 4 hour(s),Letter,SS
CMN 136V,Organizational Communication,4,"Learning Activities:Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).",,"Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,SS
CMN 140,Introduction to Mass Communication,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SS
CMN 141,Media Effects: Theory & Research,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).,,Lecture/Discussion 4 hour(s),Letter,SS
CMN 142,Newsmaking,4,"Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS); American Cultures, Governance, & History (ACGH).",,Lecture/Discussion 4 hour(s),Letter,"SS, ACGH"
CMN 143,Analysis of Media Messages,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,"SS, ACGH, WE"
CMN 144,Media Entertainment,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,"SS, WE"
CMN 145,Political Communication,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"SS, ACGH, WE"
CMN 146,Communication Campaigns,4,"Learning Activities:Lecture/Discussion 4 hour(s), Term Paper.Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).",,"Lecture/Discussion 4 hour(s), Term Paper",Letter,SS
CMN 147,"Children, Adolescents, & the Media",4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Open to Communication majors only on Pass 1.Grade Mode:Letter.General Education:Social Sciences (SS).,,Lecture/Discussion 4 hour(s),Letter,SS
CMN 147V,"Children, Adolescents, and the Media",4,"Learning Activities:Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).",,"Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,SS
CMN 148,Contemporary Trends In Media,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS); Oral Skills (OL); World Cultures (WC).,,Lecture/Discussion 4 hour(s),Letter,"SS, OL, WC"
CMN 149,Race & Media,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD).,,Lecture/Discussion 4 hour(s),Letter,"SS, DD"
CMN 150V,Computational Social Science,4,"Learning Activities:Web Virtual Lecture 2 hour(s), Web Electronic Discussion 2 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Quantitative Literacy (QL).",,"Web Virtual Lecture 2 hour(s), Web Electronic Discussion 2 hour(s)",Letter,"SS, QL"
CMN 151,Simulating Communication Processes,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Social Sciences (SS); Quantitative Literacy (QL); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,"SS, QL, WE"
CMN 152V,Social Science with Online Data,4,"Learning Activities:Extensive Problem Solving, Web Virtual Lecture 1 hour(s), Web Electronic Discussion 1.50 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Quantitative Literacy (QL); Scientific Literacy (SL).","Programming experience helpful, but not required","Extensive Problem Solving, Web Virtual Lecture 1 hour(s), Web Electronic Discussion 1",Letter,"SS, QL, SL"
CMN 161,Health Communication,4,"Learning Activities:Lecture/Discussion 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Extensive Writing",Letter,"SS, WE"
CMN 165,Media & Health,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).,,Lecture/Discussion 4 hour(s),Letter,"SS, WE"
CMN 170,Digital Technology & Social Change,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have completedCMN 170V.Grade Mode:Letter.General Education:Social Sciences (SS).,,Lecture/Discussion 4 hour(s),Letter,SS
CMN 170V,Digital Technology & Social Change,4,"Learning Activities:Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Credit Limitation(s):Not open for credit to students who have completedCMN 170.Grade Mode:Letter.General Education:Social Sciences (SS).",,"Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,SS
CMN 172,Interpersonal Technologies,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SS
CMN 172V,Interpersonal Technologies,4,"Learning Activities:Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Enrollment Restriction(s):Pass One open to Communication majors only.Grade Mode:Letter.General Education:Social Sciences (SS).This course version is effective from, and including: Fall Quarter 2025.",,"Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,SS
CMN 174,Social Media,4,"Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",,Lecture/Discussion 4 hour(s),Letter,"SS, ACGH, WE"
CMN 176,Video Games Theory & Research,4,"Learning Activities:Lecture/Discussion 2 hour(s), Discussion/Laboratory 2 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).",,"Lecture/Discussion 2 hour(s), Discussion/Laboratory 2 hour(s)",Letter,SS
CMN 176V,Video Games Theory & Research,4,"Learning Activities:Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).",,"Web Virtual Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,SS
CMN 178,Persuasive Technologies,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,"SS, WE"
CMN 180,Current Topics in Communication,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One  open to Communication majors only.Repeat Credit:May be repeated 1 time(s) when topic differs.Grade Mode:Letter.General Education:Social Sciences (SS).,( CMN 101orCMN 101VorCMN 101Y ) ;CMN 102; or a research methods course equivalent toCMN 102,Lecture/Discussion 4 hour(s),Letter,SS
CMN 189A,Proseminar in Social Interaction,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Open to Communication majors only.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",( CMN 101orCMN 101VorCMN 101Y ) ;CMN 102; ( CMN 136orCMN 136V ) ; and consent of instructor,"Seminar 3 hour(s), Term Paper",Letter,"SS, WE"
CMN 189B,Proseminar in Mass Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Open to Communication majors only.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",( CMN 101orCMN 101VorCMN 101Y ) ;CMN 102;CMN 140; and consent of instructor,"Seminar 3 hour(s), Term Paper",Letter,"SS, WE"
CMN 189C,Proseminar in Health Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Open to Communication majors only.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",( CMN 101orCMN 101VorCMN 101Y ) ;CMN 102; ( CMN 161orCMN 165 ) ; and consent of instructor,"Seminar 3 hour(s), Term Paper",Letter,"SS, WE"
CMN 189D,Proseminar in Organizational Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Open to Communication majors only.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",( CMN 101orCMN 101VorCMN 101Y ) ;CMN 102; ( CMN 136orCMN 136V ) ; and consent of instructor,"Seminar 3 hour(s), Term Paper",Letter,"SS, WE"
CMN 189E,Proseminar in Information & Communication Technologies,4,"Learning Activities:Discussion 3 hour(s), Term Paper.Repeat Credit:May be repeated 2 time(s) when topic differs.Grade Mode:Letter.General Education:Social Sciences (SS).",Consent of instructor,"Discussion 3 hour(s), Term Paper",Letter,SS
CMN 192,Internship in Communication,1,Learning Activities:Internship 3-36 hour(s).Enrollment Restriction(s):Open to Communication majors only.Repeat Credit:May be repeated 12 unit(s).Grade Mode:Pass/No Pass only.,Consent of instructor. Communication majors who have completed 20 units of upper division communication courses,Internship 3-36 hour(s),Pass/No Pass only,
CMN 194H,Senior Honors Thesis,4,"Learning Activities:Seminar 1 hour(s), Project 3 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).",Senior standing and approval by Honors Committee,"Seminar 1 hour(s), Project 3 hour(s)",Letter,"SS, WE"
CMN 197T,Tutoring in Communication,2,"Learning Activities:Seminar 1-2 hour(s), Laboratory 1-2 hour(s).Repeat Credit:May be repeated 6 unit(s).Grade Mode:Pass/No Pass only.",Upper division standing with major in Communication and consent of Department Chairperson,"Seminar 1-2 hour(s), Laboratory 1-2 hour(s)",Pass/No Pass only,
CMN 198,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
CMN 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,,Variable,Pass/No Pass only,
CMN 201,Theoretical Perspectives on Communication,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Open to Communication graduate students only.Grade Mode:Letter.,Consent of instructor. Graduate standing in Communication,Lecture/Discussion 4 hour(s),Letter,
CMN 202,Communication Theory Construction,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 203,Scientific Methods for Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Grade Mode:Letter.",CMN 201;CMN 202;PSC 204A;PSC 204B; or equivalents,"Seminar 3 hour(s), Term Paper",Letter,
CMN 204,Biological Foundations of Communication,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Grade Mode:Letter.",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,
CMN 210,Experimental Methods & Analysis in Communication,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing; one course in inferential statistics,Lecture 4 hour(s),Letter,
CMN 211,Survey Research Methods in Communication,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing; one course in inferential statistics,Seminar 4 hour(s),Letter,
CMN 212,Web Science Research Methods,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,Consent of instructor,Lecture/Discussion 4 hour(s),Letter,
CMN 213,Simulation Methods in Communication Research,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,Consent of instructor,Lecture/Discussion 4 hour(s),Letter,
CMN 214,Analysis of Communication Networks,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Grade Mode:Letter.",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,
CMN 220,Persuasion Theories & Message Design,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 221,Communication & Cognition,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 222,Risk Communication,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 230,Social Interaction Theory & Research,4,Learning Activities:Seminar 3 hour(s).Grade Mode:Letter.,Graduate standing; consent of instructor,Seminar 3 hour(s),Letter,
CMN 231,Tactics of Interpersonal Influence,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 232,Health Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Cross Listing:SPH 232.Grade Mode:Letter.",Graduate standing or consent of instructor,"Seminar 3 hour(s), Term Paper",Letter,
CMN 233,Persuasive Technologies for Health,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Cross Listing:SPH 233.Grade Mode:Letter.",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,
CMN 234,Intercultural Communication,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Restricted to graduate standing.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 235,Health Communication Campaigns,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Enrollment Restriction(s):Restricted to graduate students.Cross Listing:SPH 235.Grade Mode:Letter.",Consent of instructor,"Lecture/Discussion 3 hour(s), Term Paper",Letter,
CMN 243,Media & Health,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Restricted to graduate standing.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 244,Organizational Communication,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 250,Mediated Communication Theory & Research,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 251,Digital Technology & Social Change,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Credit Limitation(s):Not open to students who have takenCMN 251Y.Repeat Credit:May be repeated.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 251Y,Digital Technology & Social Change,4,"Learning Activities:Web Virtual Lecture 2 hour(s), Discussion 2 hour(s).Credit Limitation(s):Not open to students who have takenCMN 251.Grade Mode:Letter.",,"Web Virtual Lecture 2 hour(s), Discussion 2 hour(s)",Letter,
CMN 252,Computer-Mediated Communication,4,Learning Activities:Seminar 4 hour(s).Repeat Credit:May be repeated.Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 253,"Children, Adolescents, & the Media",4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Grade Mode:Letter.",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,
CMN 254,Communication Campaigns,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 255,Social Media,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 256,Communication Perspective on Video Games,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 259,Cognitive Approaches to Media,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Restricted to graduate standing.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 260,Political Communication,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Grade Mode:Letter.",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,
CMN 270,Diffusion of Innovations,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
CMN 275Y,Computational Social Science,4,"Learning Activities:Web Virtual Lecture 1.50 hour(s), Discussion 2 hour(s), Term Paper.Credit Limitation(s):Only 2 units of credit to students who have takenCMN 150V.Grade Mode:Letter.",,Web Virtual Lecture 1,Letter,
CMN 280,Special Topics in Social Interaction,4,Learning Activities:Seminar 4 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 281,Special Topics in Mediated Communication,4,Learning Activities:Seminar 4 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 282,Special Topics in Health Communication,4,Learning Activities:Seminar 4 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 283,Special Topics in Organizational Communication,4,Learning Activities:Seminar 4 hour(s).Repeat Credit:May be repeated when topics differ.Grade Mode:Letter.,Consent of instructor. Graduate standing,Seminar 4 hour(s),Letter,
CMN 284,Special Topics in Political Communication,4,Learning Activities:Lecture/Discussion 4 hour(s).Repeat Credit:May be repeated 4 time(s) when topic differs.Grade Mode:Letter.,,Lecture/Discussion 4 hour(s),Letter,
CMN 298,Group Study,1,Learning Activities:Lecture 3 hour(s).Grade Mode:Satisfactory/Unsatisfactory only.,,Lecture 3 hour(s),Satisfactory/Unsatisfactory only,
CMN 299,Individual Study,1,Learning Activities:Variable.Grade Mode:Satisfactory/Unsatisfactory only.,,Variable,Satisfactory/Unsatisfactory only,
CMN 299R,Thesis,1,"Learning Activities:Independent Study 3-36 hour(s).Repeat Credit:May be repeated 21 time(s) as across campus, students use 299 courses to reach the 12-unit requirement for full time student status; in saying students may repeat 21 times, we assume students complete their doctoral programs within seven years (five is the norm); the value 21 is based on the calculation 3 quarters x 7 years.Grade Mode:Satisfactory/Unsatisfactory only.",Consent of instructor. Graduate standing in Communication,Independent Study 3-36 hour(s),Satisfactory/Unsatisfactory only,
CMN 396,Teaching Assistant Training Practicum,1,Learning Activities:Variable.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Graduate standing,Variable,Pass/No Pass only,
