Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
HIS 007B,"History of Latin America,",4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 007C,History of Latin America,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 008,History of Indian Civilization,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 009A,History of East Asian Civilization,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 009B,History of East Asian Civilization,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 009C,Korean Culture & Society: From Ancient Three Kingdoms to the Global K-Pop,4,Learning Activities:Lecture/Discussion 4 hour(s).Cross Listing:EAS 088.Grade Mode:Letter.General Education:Arts & Humanities (AH); World Cultures (WC).,,Lecture/Discussion 4 hour(s),Letter,"AH, WC"
HIS 010A,World History to,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 010B,"World History, c",4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 010C,World History III,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC, WE"
HIS 011,History of the Jewish People in the Modern World,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH); Domestic Diversity (DD); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, DD, VL, WC, WE"
HIS 012,Food & History,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); Oral Skills (OL); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, OL, VL, WC, WE"
HIS 013,Global Sexualities,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); Domestic Diversity (DD); Visual Literacy (VL); World Cultures (WC).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, DD, VL, WC"
HIS 014,History of Global Capitalism,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD); World Cultures (WC).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SS, DD, WC"
HIS 015A,Africa to,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC"
HIS 015B,Africa Today,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, WC"
HIS 016,"Sex, Science, & Society",4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Cross Listing:STS 016.Grade Mode:Letter.General Education:Arts & Humanities (AH); Domestic Diversity (DD); Scientific Literacy (SL); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, DD, SL, WC, WE"
HIS 017A,History of the United States,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, ACGH, DD, WE"
HIS 017B,History of the United States,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Credit Limitation(s):Not open for credit to students who have completed HIS 017C.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, ACGH, DD, WE"
HIS 018A,Race in America to,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Credit Limitation(s):Only one unit of credit to students who have previously completed HIS 178A.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, ACGH, DD"
HIS 018B,Race in the United States Since,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, ACGH, DD"
HIS 019,Migration & Borders in Global History,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); World Cultures (WC).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SS, WC"
HIS 020,The Vietnam War,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Extensive Writing",Letter,"AH, SS, ACGH, DD, VL, WC, WE"
HIS 072A,"Women & Gender in America, to",4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, ACGH, DD, WE"
HIS 072B,"Women & Gender in America,",4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Domestic Diversity (DD); Writing Experience (WE).",,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"AH, SS, ACGH, DD, WE"
HIS 080,The History of the United States in the Middle East,2,"Learning Activities:Lecture 2 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); World Cultures (WC).",,Lecture 2 hour(s),Letter,"AH, SS, ACGH, WC"
HIS 080W,The History of the United States in the Middle East,2,"Learning Activities:Lecture/Discussion 1 hour(s), Extensive Writing.Enrollment Restriction(s):Must enroll inHIS 080concurrently.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); Writing Experience (WE).",,"Lecture/Discussion 1 hour(s), Extensive Writing",Letter,"AH, SS, WE"
HIS 085,"Nature, Man, & the Machine in America",4,"Learning Activities:Seminar 4 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); Writing Experience (WE).",,"Seminar 4 hour(s), Term Paper",Letter,"AH, SS, WE"
HIS 090,Research in History,4,"Learning Activities:Seminar 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",,"Seminar 3 hour(s), Extensive Writing",Letter,"AH, WE"
HIS 092,Internship in History,1,Learning Activities:Internship 1-12 hour(s).Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Consent of instructor,Internship 1-12 hour(s),Pass/No Pass only,
HIS 098,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
HIS 099,Special Study for Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,,Variable,Pass/No Pass only,
HIS 100,Selected Topics in History,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Arts & Humanities (AH); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, WE"
HIS 101,Introduction to Historical Thought & Writing,5,"Learning Activities:Lecture/Discussion 4 hour(s), Term Paper.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Lecture/Discussion 4 hour(s), Term Paper",Letter,WE
HIS 102A,Undergraduate Proseminar in History: Ancient,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102B,Undergraduate Proseminar in History: Medieval,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102D,Undergraduate Proseminar in History: Modern Europe to,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102E,Undergraduate Proseminar in History: Europe Since,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102F,Undergraduate Proseminar in History: Russia,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102G,Undergraduate Proseminar in History: China to,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102H,Undergraduate Proseminar in History: China Since,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102I,Undergraduate Proseminar in History: Britain,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102J,Undergraduate Proseminar in History: Latin America Since,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102K,Undergraduate Proseminar in History: American History to,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102L,"Undergraduate Proseminar in History: United States,",5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102M,Undergraduate Proseminar in History: United States Since,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102N,Undergraduate Proseminar in History: Japan,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102O,Undergraduate Proseminar in History: Africa,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102P,"Undergraduate Proseminar in History: Christianity & Culture in Europe,",5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102Q,Undergraduate Proseminar in History: India,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102R,Undergraduate Proseminar in History: Muslim Societies,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 102S,Undergraduate Proseminar in History: Education Abroad Program,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,"AH, SS, WE"
HIS 102X,Undergraduate Proseminar in History: Comparative History,5,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Limited enrollment.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 103,Topics in Historical Research,4,"Learning Activities:Discussion 3 hour(s), Term Paper.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Writing Experience (WE).",Consent of instructor,"Discussion 3 hour(s), Term Paper",Letter,WE
HIS 104A,Introduction to Historical Research & Interpretation,4,"Learning Activities:Seminar 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Writing Experience (WE).",Acceptance into History Department Honors Program,"Seminar 3 hour(s), Term Paper",Letter,WE
HIS 104B,Honors Thesis,4,Learning Activities:Tutorial 4 hour(s).Grade Mode:Letter.General Education:Writing Experience (WE).,HIS 104A,Tutorial 4 hour(s),Letter,WE
HIS 104C,Honors Thesis,4,Learning Activities:Tutorial 4 hour(s).Grade Mode:Letter.General Education:Writing Experience (WE).,HIS 104A;HIS 104B,Tutorial 4 hour(s),Letter,WE
HIS 105,Teaching History,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); American Cultures, Governance, & History (ACGH); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, ACGH, WE"
HIS 107,Medicine's Histories: Human & Veterinary Medicine from the Ancient World to One Health,4,"Learning Activities:Lecture/Discussion 3 hour(s), Project.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS).",,"Lecture/Discussion 3 hour(s), Project",Letter,"AH, SS"
HIS 108,Global Environmental History,4,"Learning Activities:Lecture/Discussion 3 hour(s), Project.Credit Limitation(s):Not open for credit to students who have taken HIS 109A.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS).",,"Lecture/Discussion 3 hour(s), Project",Letter,"AH, SS"
HIS 109,"Environmental Change, Disease & Public Health",4,"Learning Activities:Lecture/Discussion 3 hour(s), Project.Credit Limitation(s):Not open for credit to students who have taken HIS 109B.Cross Listing:SAS 109.Grade Mode:Letter.General Education:Science & Engineering (SE) or Social Sciences (SS); Scientific Literacy (SL); World Cultures (WC).",,"Lecture/Discussion 3 hour(s), Project",Letter,"SE, SS, SL, WC"
HIS 110,Themes in World History,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Repeat Credit:May be repeated when instructor and/or topic differs.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",Upper division standing recommended,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 110A,Colonialism & the Making of the Modern World,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); Visual Literacy (VL); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, VL, WC, WE"
HIS 111A,Ancient History,4,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).,,Lecture 3 hour(s),Letter,"AH, SS, WC, WE"
HIS 111B,Ancient History,4,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).,,Lecture 3 hour(s),Letter,"AH, SS, WC, WE"
HIS 111C,Ancient History,4,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).,,Lecture 3 hour(s),Letter,"AH, SS, WC, WE"
HIS 112A,Topics in Pre-Modern Jewish History,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Repeat Credit:May be repeated 1 time(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 112B,Topics in Modern Jewish History,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Repeat Credit:May be repeated 1 time(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 112C,History of Jews in the Muslim World,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"SS, WC, WE"
HIS 113,History of Modern Palestine,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC"
HIS 114,Histories of,4,"Learning Activities:Lecture/Discussion 3 hour(s), Term Paper.Credit Limitation(s):Not open for credit to students who have previously completed an upper division history course in histories of 20th Century Partition.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC).",,"Lecture/Discussion 3 hour(s), Term Paper",Letter,"AH, SS, WC"
HIS 115A,History of West Africa,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",HIS 015 recommended,"Lecture 3 hour(s), Term Paper",Letter,"AH, WC, WE"
HIS 115B,History of East Africa & the Indian Ocean,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",HIS 015 recommended,"Lecture 3 hour(s), Term Paper",Letter,"AH, WC, WE"
HIS 115C,History of Southern Africa from Exploration to the Rainbow Nation,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH); World Cultures (WC); Writing Experience (WE).",HIS 015 recommended,"Lecture 3 hour(s), Term Paper",Letter,"AH, WC, WE"
HIS 115D,Postcolonial Africa,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",HIS 015 recommended,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 115E,"Slavery, Africa, & the Atlantic World",4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 115F,"History of Modern North Africa,",4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 116,African History: Special Themes,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",HIS 015 recommended,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 119,World War I,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Extensive Writing",Letter,"SS, WC, WE"
HIS 120,World War II,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Social Sciences (SS); World Cultures (WC).",,"Lecture 3 hour(s), Extensive Writing",Letter,"SS, WC"
HIS 121A,Medieval History,4,Learning Activities:Lecture/Discussion 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).,,Lecture/Discussion 3 hour(s),Letter,"AH, SS, WC, WE"
HIS 121B,Medieval History,4,Learning Activities:Lecture/Discussion 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).,,Lecture/Discussion 3 hour(s),Letter,"AH, SS, WC, WE"
HIS 121C,Medieval History,4,Learning Activities:Lecture/Discussion 3 hour(s).Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).,,Lecture/Discussion 3 hour(s),Letter,"AH, SS, WC, WE"
HIS 122,Selected Themes in Medieval History,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Lecture 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 125,Topics in Early Modern European History,4,"Learning Activities:Discussion/Laboratory 3 hour(s), Term Paper.Repeat Credit:May be repeated.Grade Mode:Letter.General Education:Arts & Humanities (AH) or Social Sciences (SS); World Cultures (WC); Writing Experience (WE).",,"Discussion/Laboratory 3 hour(s), Term Paper",Letter,"AH, SS, WC, WE"
HIS 126Y,The History of Human Rights in Europe,4,"Learning Activities:Lecture 3 hour(s), Web Electronic Discussion 1 hour(s).Cross Listing:HMR 162Y.Grade Mode:Letter.General Education:Social Sciences (SS); World Cultures (WC).",,"Lecture 3 hour(s), Web Electronic Discussion 1 hour(s)",Letter,"SS, WC"
