Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
MAT 127A,Real Analysis,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.MAT 127A— Real Analysis (4 units)Course Description:Real numbers, sequences, series, and continuous functions.Prerequisite(s):(MAT 021CorMAT 021CH); (MAT 067orMAT 022AorMAT 027AorBIS 027A); (MAT 108orMAT 108V).Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.This course version is effective from, and including:  Winter Quarter 2026.","( MAT 021CorMAT 021CH ) ; ( MAT 067or ( MAT 022AorMAT 027AorBIS 027A ) ,MAT 108 ) ","Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
MAT 127B,Real Analysis,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",MAT 127A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
MAT 127C,Real Analysis,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",MAT 127B,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
MAT 128A,Numerical Analysis,4,"Learning Activities:Lecture 3 hour(s), Project.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",MAT 021C; ( ECS 032AorENG 006or EME 005 or ECS 030 ) ,"Lecture 3 hour(s), Project",Letter,"SE, QL"
MAT 128B,Numerical Analysis in Solution of Equations,4,"Learning Activities:Lecture 3 hour(s), Project.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",( MAT 022AorMAT 027AorMAT 067orBIS 027A ) ; ( ECS 032AorECS 032AVorENG 006or EME 005 or ECS 030 ) ,"Lecture 3 hour(s), Project",Letter,"SE, QL"
MAT 128C,Numerical Analysis in Differential Equations,4,"Learning Activities:Lecture 3 hour(s), Project.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",( ECS 032AorECS 032AVorENG 006or EME 005 or ECS 030 ) ; ( MAT 022AorMAT 027AorMAT 067orBIS 027A ) ; ( MAT 022BorMAT 027BorBIS 027B ) ,"Lecture 3 hour(s), Project",Letter,"SE, QL"
MAT 129,Fourier Analysis,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",MAT 021D;MAT 127A; ( MAT 022AorMAT 027AorMAT 067orBIS 027A ) ; ( MAT 022BorMAT 027BorBIS 027B ) :,"Lecture 3 hour(s), Extensive Problem Solving",Letter,"SE, QL"
MAT 133,Mathematical Finance,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",( MAT 067orMAT 022AorMAT 027AorBIS 027A ) ;MAT 108;MAT 135A,"Lecture 3 hour(s), Extensive Problem Solving",Letter,"SE, QL, SL"
MAT 135A,Probability,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have completed former MAT 131.Grade Mode:Letter.General Education:Science & Engineering (SE).,MAT 021C; ( MAT 108orMAT 067 ) ,Lecture/Discussion 4 hour(s),Letter,SE
MAT 135B,Stochastic Processes,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,MAT 135A; ( MAT 022AorMAT 027AorMAT 067orBIS 027A ) ,Lecture/Discussion 4 hour(s),Letter,SE
MAT 141,Euclidean Geometry,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).",MAT 021B; ( MAT 022AorMAT 027AorMAT 067orBIS 027A ) ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,SE
MAT 145,Combinatorics,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).,MAT 021C,Lecture/Discussion 4 hour(s),Letter,"SE, QL"
MAT 146,Algebraic Combinatorics,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have completed former MAT 149A.Grade Mode:Letter.General Education:Science & Engineering (SE).,"( ( MAT 022AorMAT 027AorBIS 027A,MAT 108 ) OR MAT 067 ) ) ;MAT 145",Lecture/Discussion 4 hour(s),Letter,SE
MAT 147,Topology,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE).",MAT 127A,"Lecture 3 hour(s), Extensive Problem Solving",Letter,SE
MAT 148,Discrete Mathematics,4,Learning Activities:Lecture/Discussion 4 hour(s).Credit Limitation(s):Not open for credit to students who have completed former MAT 149B.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).,"MAT 067or ( MAT 022AorMAT 027AorBIS 027A,MAT 108 ) ",Lecture/Discussion 4 hour(s),Letter,"SE, QL"
MAT 150A,Modern Algebra,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,"MAT 067or ( MAT 022AorMAT 027AorBIS 027A,MAT 108 ) ",Lecture/Discussion 4 hour(s),Letter,SE
MAT 150B,Modern Algebra,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,MAT 150A,Lecture/Discussion 4 hour(s),Letter,SE
MAT 150C,Modern Algebra,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,MAT 150B,Lecture/Discussion 4 hour(s),Letter,SE
MAT 165,Mathematics & Computers,4,"Learning Activities:Lecture 3 hour(s), Project.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",( MAT 127AorMAT 108orMAT 114orMAT 115AorMAT 145 ) ; ( MAT 022AorMAT 027AorMAT 067orBIS 027A ) ,"Lecture 3 hour(s), Project",Letter,"SE, QL"
MAT 167,Applied Linear Algebra,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).",MAT 022AorMAT 027AorBIS 027AorMAT 067,"Lecture 3 hour(s), Extensive Problem Solving",Letter,"SE, QL"
MAT 168,Optimization,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).","MAT 021C; ( ( MAT 022AorMAT 027AorBIS 027A,MAT 108 ) OR MAT 067 ) ) ","Lecture 3 hour(s), Extensive Problem Solving",Letter,"SE, QL"
MAT 170,Mathematics for Data Analytics & Decision Making,4,"Learning Activities:Lecture 3 hour(s), Project.Enrollment Restriction(s):Pass One open to Applied Mathematics, Mathematics, Mathematics & Scientific Computation, Mathematical Analytics & Operations Research and Statistics Majors.Grade Mode:Letter.General Education:Science & Engineering (SE).",MAT 167orMAT 128BorECS 130,"Lecture 3 hour(s), Project",Letter,SE
MAT 180,Special Topics,3,Learning Activities:Lecture 3 hour(s).Repeat Credit:May be repeated when topic differs.Grade Mode:Letter.General Education:Science & Engineering (SE).,"( MAT 067or ( MAT 022AorMAT 027AorBIS 027A,MAT 108 ) ) ,MAT 127A",Lecture 3 hour(s),Letter,SE
MAT 185A,Complex Analysis,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE).","( MAT 067or ( MAT 022AorMAT 027AorBIS 027A,MAT 108 ) ) ,MAT 127B","Lecture 3 hour(s), Extensive Problem Solving",Letter,SE
MAT 185B,Complex Analysis,4,"Learning Activities:Lecture 3 hour(s), Extensive Problem Solving.Grade Mode:Letter.General Education:Science & Engineering (SE).",MAT 185A,"Lecture 3 hour(s), Extensive Problem Solving",Letter,SE
MAT 189,Advanced Problem Solving,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Oral Skills (OL); Quantitative Literacy (QL); Writing Experience (WE).,"( ( MAT 022A,MAT 027AorBIS 027A,MAT 108 ) OR MAT 067 ) ) ;MAT 127A",Lecture 3 hour(s),Letter,"SE, OL, QL, WE"
MAT 192,Internship in Applied Mathematics,1,Learning Activities:Internship.Repeat Credit:May be repeated 10 unit(s).Grade Mode:Pass/No Pass only.,Consent of instructor,Internship,Pass/No Pass only,
MAT 194,Undergraduate Thesis,3,Learning Activities:Independent Study.Repeat Credit:May be repeated with consent of Vice Chairperson.Grade Mode:Pass/No Pass only.General Education:Science & Engineering (SE).,Consent of instructor,Independent Study,Pass/No Pass only,SE
MAT 197TC,Tutoring Mathematics in the Community,1,"Learning Activities:Seminar 1-2 hour(s), Laboratory 2-6 hour(s).Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.",Consent of instructor,"Seminar 1-2 hour(s), Laboratory 2-6 hour(s)",Pass/No Pass only,
MAT 198,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
MAT 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.General Education:Science & Engineering (SE).,,Variable,Pass/No Pass only,SE
MAT 200,Problem-Solving in Analysis,3,"Learning Activities:Lecture 1 hour(s), Extensive Problem Solving.Grade Mode:Satisfactory/Unsatisfactory only.",MAT 201A;MAT 201B,"Lecture 1 hour(s), Extensive Problem Solving",Satisfactory/Unsatisfactory only,
MAT 201A,Analysis,4,"Learning Activities:Lecture 3 hour(s), Term Paper/Discussion 1 hour(s).Grade Mode:Letter.","Graduate standing in Mathematics or Applied Mathematics, or consent of instructor","Lecture 3 hour(s), Term Paper/Discussion 1 hour(s)",Letter,
MAT 201B,Analysis,4,"Learning Activities:Lecture 3 hour(s), Term Paper/Discussion 1 hour(s).Grade Mode:Letter.","Graduate standing in Mathematics or Applied Mathematics, or consent of instructor","Lecture 3 hour(s), Term Paper/Discussion 1 hour(s)",Letter,
MAT 201C,Analysis,4,"Learning Activities:Lecture 3 hour(s), Term Paper/Discussion 1 hour(s).Grade Mode:Letter.","Graduate standing in Mathematics or Applied Mathematics, or consent of instructor","Lecture 3 hour(s), Term Paper/Discussion 1 hour(s)",Letter,
MAT 202,Functional Analysis,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Grade Mode:Letter.",MAT 201A;MAT 201B,"Lecture 3 hour(s), Term Paper",Letter,
MAT 205,Complex Analysis,4,"Learning Activities:Lecture 3 hour(s), Term Paper/Discussion 1 hour(s).Grade Mode:Letter.","MAT 185A; or equivalent toMAT 185A, or consent of instructor","Lecture 3 hour(s), Term Paper/Discussion 1 hour(s)",Letter,
