Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
HDE 110,Families in Communities,4,Learning Activities:Lecture 4 hour(s).Enrollment Restriction(s):Pass One restricted to HDE students.Credit Limitation(s):Not open for credit to students who have takenHDE 110V.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD).,PSC 001orPSC 001YorPSC 001VorCRD 001or CRD 002 OR SOC 001orSOC 001VorSOC 002orSOC 002V,Lecture 4 hour(s),Letter,"SS, DD"
HDE 110V,Families in Communities,4,Learning Activities:Web Virtual Lecture 4 hour(s).Enrollment Restriction(s):Pass One restricted to Human Development majors.Credit Limitation(s):Not open for credit to students who have takenHDE 110.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD).,CRD 001or CRD 002 OR PSC 001orPSC 001YorPSC 001VorSOC 001orSOC 001VorSOC 002orSOC 002V,Web Virtual Lecture 4 hour(s),Letter,"SS, DD"
HDE 111,Family Stress & Resilience,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Enrollment Restriction(s):Pass One restricted to Human Development majors.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD); Writing Experience (WE).",HDE 110orHDE 110V,"Lecture 3 hour(s), Extensive Writing",Letter,"SS, DD, WE"
HDE 112,Social Relationships Across the Lifespan,4,Learning Activities:Lecture 4 hour(s).Enrollment Restriction(s):Pass One restricted to Human Development majors.Grade Mode:Letter.General Education:Social Sciences (SS).,HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,Lecture 4 hour(s),Letter,SS
HDE 117,Longevity,4,"Learning Activities:Lecture 3 hour(s), Term Paper 1 hour(s).Cross Listing:ENT 117.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL); Writing Experience (WE).",Upper division standing or consent of instructor,"Lecture 3 hour(s), Term Paper 1 hour(s)",Letter,"SE, SL, WE"
HDE 120,Research Methods in Human Development,5,"Learning Activities:Lecture 3 hour(s), Laboratory 3 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Quantitative Literacy (QL); Writing Experience (WE).","STA 013orSTA 013Yor STA 013V OR STA 100orEDU 114orPSC 041orPSC 041Vor ( SOC 046A, SOC 046B ) ","Lecture 3 hour(s), Laboratory 3 hour(s)",Letter,"SS, QL, WE"
HDE 121,Psychological Assessment,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,"( HDE 100AorHDE 100AVorHDE 100BorHDE 100BV ) ; ( STA 013orSTA 013YorPSC 041orPSC 041Vor ( SOC 046A, SOC 046B ) ) ",Lecture 4 hour(s),Letter,
HDE 130,Developmental Psychopathology,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.","( HDE 100A,HDE 100BorHDE 100BV ) or ( PSC 140orPSC 140YorPSC 140V ) ; consent of instructor","Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
HDE 131,Thriving Across the Lifespan,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS).,HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,Lecture 4 hour(s),Letter,SS
HDE 131V,Thriving Across the Lifespan,4,Learning Activities:Web Virtual Lecture 4 hour(s).Enrollment Restriction(s):Pass One restricted to Human Development majors.Grade Mode:Letter.General Education:Social Sciences (SS).,HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,Web Virtual Lecture 4 hour(s),Letter,SS
HDE 132,Individual Differences in Cognition,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,( PSC 001orPSC 001YorPSC 001V ) ; ( HDE 100AorHDE 100AVorHDE 100BorHDE 100BV ) ,Lecture 4 hour(s),Letter,
HDE 133,"Stress, Adversity & Resilience",4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Enrollment Restriction(s):Pass One restricted to Human Devlopement majors.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD); Writing Experience (WE).",HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,"Lecture 3 hour(s), Extensive Writing",Letter,"SS, DD, WE"
HDE 133V,"Stress, Adversity & Resilience",4,"Learning Activities:Web Virtual Lecture 3 hour(s), Extensive Writing.Enrollment Restriction(s):Pass One restricted to Human Development majors.Grade Mode:Letter.General Education:Diversity Literacy (DL), Social Sciences (SS), Writing Experience (WE).",HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,"Web Virtual Lecture 3 hour(s), Extensive Writing",Letter,"DL, SS, WE"
HDE 134,Disparities & Inequalities in Health & Wellbeing,4,Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Pass One open to HDE majors only.Credit Limitation(s):Only two units of credit for student who have previously takenSPH 113; only two units of credit for student who have previously takenSOC 163.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD).,HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,Lecture/Discussion 4 hour(s),Letter,"SS, DD"
HDE 135,Health Behaviors Across the Lifespan,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Grade Mode:Letter.General Education:Social Sciences (SS).",NPB 011orNUT 010orNUT 010VorNUT 010YorSAS 013orHDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,"Lecture 3 hour(s), Extensive Writing",Letter,SS
HDE 137,Contextual Determinants of Health,4,Learning Activities:Lecture 4 hour(s).Enrollment Restriction(s):Pass One restricted with Human Development majors.Grade Mode:Letter.General Education:Social Sciences (SS); Domestic Diversity (DD).,HDE 100AorHDE 100AVorHDE 100BorHDE 100BVorHDE 100C,Lecture 4 hour(s),Letter,"SS, DD"
HDE 140,Field Study in Early Childhood,4,"Learning Activities:Discussion 2 hour(s), Fieldwork.Enrollment Restriction(s):Contact the Internship Coordinator in the Department of Human Ecology.Grade Mode:Letter.",HDE 100A; consent of instructor,"Discussion 2 hour(s), Fieldwork",Letter,
HDE 141,Field Study With Children & Adolescents,4,"Learning Activities:Discussion 2 hour(s), Fieldwork 6-12 hour(s).Repeat Credit:May be repeated 12 unit(s).Grade Mode:Letter.",HDE 100AorHDE 100AVorHDE 100BorHDE 100BV; and consent of instructor,"Discussion 2 hour(s), Fieldwork 6-12 hour(s)",Letter,
HDE 142,Field Study with Emotionally Distressed Children & Adolescents,4,"Learning Activities:Discussion 1.50 hour(s), Fieldwork 6-12 hour(s).Repeat Credit:May be repeated 12 unit(s).Grade Mode:Letter.",HDE 130; and consent of instructor,Discussion 1,Letter,
HDE 143,Field Studies of the Elderly,4,"Learning Activities:Discussion 2 hour(s), Fieldwork 6 hour(s), Variable 4-6 hour(s).Grade Mode:Letter.",HDE 100CorHDE 160; and consent of instructor,"Discussion 2 hour(s), Fieldwork 6 hour(s), Variable 4-6 hour(s)",Letter,
HDE 160,Social Aspects of Aging,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,HDE 100C,Lecture 4 hour(s),Letter,
HDE 161,"Technology Use, Health, & Aging",4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.General Education:Social Sciences (SS); Writing Experience (WE).,( PSC 001orPSC 001YorPSC 001V ) ;HDE 100C; or consent of instructor,Lecture/Discussion 4 hour(s),Letter,"SS, WE"
HDE 163,Cognitive Neuropsychology in Adulthood & Aging,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,( PSC 001orPSC 001YorPSC 001V ) ;HDE 100Crecommended,Lecture/Discussion 4 hour(s),Letter,
HDE 180,Special Topics in Human Development,4,"Learning Activities:Lecture 3 hour(s), Extensive Writing.Enrollment Restriction(s):Restricted to HDE students with junior or senior class standing; priority given to students who have not receivedHDE 180units previously.Repeat Credit:May be repeated 1 time(s) when the topic differs.Grade Mode:Letter.",Four upper division courses in Human Development ( HDE ) ,"Lecture 3 hour(s), Extensive Writing",Letter,
HDE 190C,Introductory Research Conference,1,Learning Activities:Discussion 1 hour(s).Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Involvement in ongoing research; consent of instructor,Discussion 1 hour(s),Pass/No Pass only,
HDE 192,Internship,1,Learning Activities:Internship 3-36 hour(s).Grade Mode:Pass/No Pass only.,Consent of instructor; upper division standing,Internship 3-36 hour(s),Pass/No Pass only,
HDE 197T,Peer Tutoring in Human Development,1,Learning Activities:Tutorial 3-15 hour(s).Repeat Credit:May be repeated 10 unit(s) with consent of instructor.Grade Mode:Pass/No Pass only.,Consent of instructor; upper division standing completion of course to be tutored,Tutorial 3-15 hour(s),Pass/No Pass only,
HDE 198,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,,Variable,Pass/No Pass only,
HDE 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,,Variable,Pass/No Pass only,
HDE 200A,Early Development,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",Graduate standing; basic biology or physiology; one upper division course in psychology or a related field; one upper division or graduate course in developmental psychology ,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
HDE 200B,Middle Childhood & Adolescence,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.","Graduate standing; basic biology or physiology, and at least two upper division or graduate level courses in psychology or related fields","Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
HDE 200C,Development in Adulthood,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,,Lecture/Discussion 4 hour(s),Letter,
HDE 203,Adolescent Behavioral & Emotional Development,4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,HDE 200B,Lecture/Discussion 4 hour(s),Letter,
HDE 204,Developmental Neuroscience & Adolescent Psychopathology,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,"Graduate standing in Human Development, Psychology, Education, Neuroscience or consent of instructor",Lecture 4 hour(s),Letter,
HDE 205,Longitudinal Data Analysis,4,"Learning Activities:Lecture 3 hour(s), Term Paper.Enrollment Restriction(s):Open to graduate students only.Grade Mode:Letter.",PSC 204B; or equivalent graduate courses in statistics or consent of instructor; familiarity with multiple regression and the basics of matrix algebra,"Lecture 3 hour(s), Term Paper",Letter,
HDE 207,"Topics in Technology Use, Health & Aging",4,Learning Activities:Lecture/Discussion 4 hour(s).Grade Mode:Letter.,"Graduate standing in one of the following Graduate Groups: Human Development, Psychology, Communication, Education, and Nursing Science and Healthcare Leadership, or consent of instructor",Lecture/Discussion 4 hour(s),Letter,
HDE 208,Analysis of Intensive Longitudinal Data,4,Learning Activities:Lecture 3 hour(s).Enrollment Restriction(s):Open to graduate students only.Grade Mode:Letter.,PSC 204B; or equivalent graduate courses in statistics; or consent of instructor; familiarity with multiple regression and the basics of matrix algebra;HDE 205orPSC 205Gstrongly recommended,Lecture 3 hour(s),Letter,
HDE 210,Theories of Behavioral Development,3,"Learning Activities:Lecture 2 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",Graduate standing in behavioral sciences,"Lecture 2 hour(s), Discussion 1 hour(s)",Letter,
HDE 211,Physiological Correlates of Behavioral Development,4,Learning Activities:Seminar 4 hour(s).Grade Mode:Letter.,Consent of instructor,Seminar 4 hour(s),Letter,
HDE 220,Research Methods in Human Growth & Development,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,STA 013orSTA 013Y; or the equivalent and at least two upper division courses in Human Biology or Developmental Psychology,Lecture 4 hour(s),Letter,
HDE 232,Cognition & Aging,3,Learning Activities:Lecture/Discussion 3 hour(s).Grade Mode:Letter.,HDE 200C,Lecture/Discussion 3 hour(s),Letter,
HDE 234,Children's Learning & Thinking,3,Learning Activities:Seminar 3 hour(s).Grade Mode:Letter.,HDE 200Aor PSC 212 recommended,Seminar 3 hour(s),Letter,
HDE 238,The Context of Individual Development,3,Learning Activities:Lecture/Discussion 3 hour(s).Grade Mode:Letter.,"Graduate standing in Human Development, Child Development, Education, Psychology, Anthropology, Sociology, or consent of instructor",Lecture/Discussion 3 hour(s),Letter,
HDE 239,Developmental Psychopathology,4,"Learning Activities:Discussion/Laboratory 3 hour(s), Term Paper.Grade Mode:Letter.","Graduate standing in Human Development, Psychology, Sociology, a related social science, or consent of instructor","Discussion/Laboratory 3 hour(s), Term Paper",Letter,
HDE 240,Peer Relationships during Adolescence,4,"Learning Activities:Lecture/Discussion 4 hour(s).Enrollment Restriction(s):Graduate standing in Human Development, Psychology, Education, or consent of instructor.Grade Mode:Letter.",,Lecture/Discussion 4 hour(s),Letter,
HDE 250,Current Research on Family Relationships,4,"Learning Activities:Discussion/Laboratory 3 hour(s), Term Paper.Enrollment Restriction(s):Graduate standing in Human Development Graduate Group, Psychology, Sociology, a related social science, or consent of instructor.Grade Mode:Letter.",,"Discussion/Laboratory 3 hour(s), Term Paper",Letter,
HDE 252,"Family Research, Programs & Policy",4,"Learning Activities:Seminar 3 hour(s), Term Paper.Enrollment Restriction(s):Graduate standing in Human Development, Psychology, Sociology, related social sciences, or consent of instructor.Grade Mode:Letter.",,"Seminar 3 hour(s), Term Paper",Letter,
HDE 290,Seminar,3,Learning Activities:Seminar 3 hour(s).Grade Mode:Letter.,,Seminar 3 hour(s),Letter,
HDE 290C,Research Conference,1,Learning Activities:Discussion 1 hour(s).Repeat Credit:May be repeated.Grade Mode:Satisfactory/Unsatisfactory only.,Consent of instructor; graduate standing,Discussion 1 hour(s),Satisfactory/Unsatisfactory only,
HDE 291,Research Issues in Human Development,4,Learning Activities:Seminar 4 hour(s).Repeat Credit:May be repeated.Grade Mode:Letter.,Graduate Standing in the behavioral sciences,Seminar 4 hour(s),Letter,
HDE 292,Graduate Internship,1,Learning Activities:Internship 3-36 hour(s).Repeat Credit:May be repeated 12 unit(s) with justifed skill acqusition and promise of informing evaluation research.Grade Mode:Satisfactory/Unsatisfactory only.,"Consent of faculty ( internship sponsor ) and satisfactory completion of placement relevant course work, for example:EDU 213, EDU 216; HDE 222, HDE 242;LAW 272, LAW 273",Internship 3-36 hour(s),Satisfactory/Unsatisfactory only,
HDE 298,Group Study,1,Learning Activities:Variable.Grade Mode:Letter.,,Variable,Letter,
HDE 299,Research,1,Learning Activities:Variable.Grade Mode:Satisfactory/Unsatisfactory only.,,Variable,Satisfactory/Unsatisfactory only,
HDE 396,Teaching Assistant Training Practicum,1,Learning Activities:Variable.Repeat Credit:May be repeated.Grade Mode:Pass/No Pass only.,Graduate standing,Variable,Pass/No Pass only,
