Course Code,Title,Units,Description,Prerequisites,Learning Activities,Grade Mode,General Education
CHE 003C,Chemistry for Life Sciences: Controlling Processes & Synthetic Pathways,5,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Concurrent enrollment withCHE 002A,CHE 002B,CHE 002C,CHE 002AH,CHE 002BH,CHE 002CHprohibited.Credit Limitation(s):Only 3 units credit for students who have completedCHE 002CorCHE 002CHwith a C- or better.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).CHE 003C— Chemistry for Life Sciences: Controlling Processes & Synthetic Pathways (5 units)Course Description:Continuation ofCHE 003Bcovering core concepts of harnessing energy, controlling reaction extent, and organic chemistry synthetic pathways. Includes acids and bases, thermodynamics, chemical equilibria, organic chemistry terminology and mechanisms.Prerequisite(s):CHE 003BC- or better; note: C- or better inCHE 002Bor002BHdoes not satisfy the prerequisite requirement.Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Concurrent enrollment withCHE 002A,CHE 002B,CHE 002C,CHE 002AH,CHE 002BH,CHE 002CHprohibited.Credit Limitation(s):Only 3 units of credit for students who have completedCHE 002CorCHE 002CHwith a C- or better.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including:  Spring Quarter 2026.",CHE 003B; note: C- or better inCHE 002Bor002BHdoes not satisfy the prerequisite requirement,"Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s)",Letter,"SE, QL, SL"
CHE 004A,General Chemistry for the Physical Sciences & Engineering,5,"Learning Activities:Lecture 3 hour(s), Discussion/Laboratory 4 hour(s).Credit Limitation(s):Only 3 units of credit for students who have completedCHE 002A; not open for credit for students who have completedCHE 002AHor002B.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",MAT 021A; must earn a qualifying score of 28 or higher on the Chemistry Placement Exam or completeCHE 001orCHE 001Vwith a C- or higher; high school chemistry and physics strongly recommended; more information about the Chemistry Placement Requirements can be found at https://chemistry.ucdavis.edu/undergraduate/general-chemistry-series/chemistry-placement-requirements/0000,"Lecture 3 hour(s), Discussion/Laboratory 4 hour(s)",Letter,"SE, QL, SL"
CHE 004B,General Chemistry for the Physical Sciences & Engineering,5,"Learning Activities:Lecture 3 hour(s), Discussion/Laboratory 4 hour(s).Credit Limitation(s):Only three units of credit for students who have completedCHE 002A; not open for credit for students who have completedCHE 002Bor002BH.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",MAT 021B; ( CHE 004A OR CHE 002AHC- or better ) ; or consent of instructor,"Lecture 3 hour(s), Discussion/Laboratory 4 hour(s)",Letter,"SE, QL, SL"
CHE 004C,General Chemistry for the Physical Sciences & Engineering,5,"Learning Activities:Lecture 3 hour(s), Discussion/Laboratory 4 hour(s).Credit Limitation(s):Not open for credit for students who have completedCHE 002Cor002CH.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).CHE 004C— General Chemistry for the Physical Sciences & Engineering (5 units)Course Description:General chemistry course with a more rigorous treatment of material covered inCHE 002C, intended for students majoring in the physical sciences and engineering.Prerequisite(s):(CHE 004BC- or better orCHE 002BB or better orCHE 002BHB or better); or consent of instructor.Learning Activities:Lecture 3 hour(s), Discussion/Laboratory 4 hour(s).Credit Limitation(s):Not open for credit for students who have completedCHE 002Cor002CH.Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).This course version is effective from, and including:  Fall Quarter 2025.",MAT 021C; ( CHE 004B OR CHE 002BB or better OR CHE 002BHB or better ) ; or consent of instructor,"Lecture 3 hour(s), Discussion/Laboratory 4 hour(s)",Letter,"SE, QL, SL"
CHE 008A,Organic Chemistry: Brief Course,2,Learning Activities:Lecture 2 hour(s).Credit Limitation(s):No credit to students who have completedCHE 118Aor128A.Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 002B OR CHE 002BHC- or better OR CHE 004B,Lecture 2 hour(s),Letter,SE
CHE 008B,Organic Chemistry: Brief Course,4,"Learning Activities:Lecture 3 hour(s), Laboratory 3 hour(s).Credit Limitation(s):Varying credit hours according to courses taken previously and corresponding expected workload for this course; full credit to students who completeCHE 118Aor128A; 3 units credit to students who have completedCHE 128AandCHE 129A(students who have completedCHE 129Aare exempt from the laboratory portion ofCHE 008B); 2 units credit to students who have completedCHE 128B; 1 unit credit to students who have completedCHE 118BorCHE 128BandCHE 129A(students who have completedCHE 118Bare exempt from the laboratory portion ofCHE 008B).Grade Mode:Letter.General Education:Science & Engineering (SE).",CHE 008AorCHE 118AorCHE 128A,"Lecture 3 hour(s), Laboratory 3 hour(s)",Letter,SE
CHE 010,Concept of Chemistry,4,Learning Activities:Lecture 4 hour(s).Credit Limitation(s):Not open for credit to students who have hadCHE 002A; but students with credit forCHE 010may takeCHE 002Afor full credit.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL).,,Lecture 4 hour(s),Letter,"SE, SL"
CHE 098,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
CHE 099,Special Study for Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,Consent of instructor,Variable,Pass/No Pass only,
CHE 100,Environmental Water Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 002CorCHE 002CHorCHE 004C,Lecture 3 hour(s),Letter,
CHE 103A,Chemistry for Life Sciences: Determining Organic Structures & Properties,5,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Not open for enrollment to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B,CHE 128Cwith a C- or better.Credit Limitation(s):Only 3 Units of credit for students who have completedCHE 008Awith a C- or better; only 2 units of credit for students who have completedCHE 118AorCHE 128Awith a C- or better; not open for credit to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B,CHE 128Cwith a C- or better.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL).CHE 103A— Chemistry for Life Sciences: Determining Organic Structures & Properties (5 units)Course Description:Continuation of PHE 003C. Core concepts of organic structure, nomenclature, functional groups, organic acids and bases, resonance and delocalization, aromaticity, intermolecular forces, three-dimensional structure and conformational analysis, spectroscopy.Prerequisite(s):CHE 002CC- or better orCHE 002CHC- or better; (CHE 008AorCHE 118AorCHE 128A).Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Not open for enrollment to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B,CHE 128Cwith a C- or better.Credit Limitation(s):Only 3 units of credit for students who have completedCHE 008Awith a C- or better; only 2 units of credit for students who have completedCHE 118AorCHE 128Awith a C- or better; not open for credit to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B,CHE 128Cwith a C- or better.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including:  Spring Quarter 2026.",CHE 002C OR CHE 002CHC- or better; ( CHE 008AorCHE 118AorCHE 128A ) ,"Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s)",Letter,"SE, SL"
CHE 103B,Chemistry for Life Sciences: Predicting & Controlling Organic Pathways,5,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Not open for enrollment to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B, orCHE 128Cwith a C- or better.Credit Limitation(s):Not open for credit to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B, orCHE 128C.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL).CHE 103B— Chemistry for Life Sciences: Predicting & Controlling Organic Pathways (5 units)Course Description:Continuation ofCHE 103A. Core concepts of functional group transformations, synthesis, mechanisms, sustainable chemistry, structure and function of biomolecules, organic reactions in biological systems, molecular design, detection, separation, and identification of organic molecules.Prerequisite(s):CHE 103AC- or better.Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Not open for enrollment to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B, orCHE 128Cwith a C- or better.Credit Limitation(s):Not open for credit to students who have completedCHE 008B,CHE 118B,CHE 118C,CHE 128B, orCHE 128C.Grade Mode:Letter.General Education:Science & Engineering (SE).This course version is effective from, and including:  Spring Quarter 2026.",CHE 103A,"Lecture 3 hour(s), Discussion 1 hour(s), Laboratory 3 hour(s)",Letter,"SE, SL"
CHE 104,Forensic Applications of Analytical Chemistry,3,"Learning Activities:Lecture 2 hour(s), Laboratory 3 hour(s).Grade Mode:Letter.",CHE 002CorCHE 002CHorCHE 004C,"Lecture 2 hour(s), Laboratory 3 hour(s)",Letter,
CHE 105,Analytical & Physical Chemical Methods,4,"Learning Activities:Lecture 2 hour(s), Laboratory 6 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Scientific Literacy (SL).",CHE 110A OR CHE 107B,"Lecture 2 hour(s), Laboratory 6 hour(s)",Letter,"SE, QL, SL"
CHE 107A,Physical Chemistry for the Life Sciences,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,( CHE 002CorCHE 002CHorCHE 004C ) ; ( MAT 016C OR MAT 017CorMAT 021C ) ; ( PHY 007CorPHY 009CorPHY 009HC ) ,Lecture 3 hour(s),Letter,SE
CHE 107B,Physical Chemistry for the Life Sciences,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 107A,Lecture 3 hour(s),Letter,SE
CHE 108,Molecular Biochemistry,3,Learning Activities:Lecture 3 hour(s).Enrollment Restriction(s):Pass One open to Chemistry majors.Grade Mode:Letter.,CHE 128CorCHE 118C,Lecture 3 hour(s),Letter,
CHE 110A,Physical Chemistry: Introduction to Quantum Mechanics,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL).","( PHY 007CorPHY 009CorPHY 009HC ) ; ( CHE 002CorCHE 002CHorCHE 004C ) ; ( MAT 016C OR MAT 017CorMAT 021C ) ; completion ofMAT 021D,MAT 022A,MAT 022AL;PHY 009CorPHY 009HC, strongly recommended","Lecture 3 hour(s), Discussion 1 hour(s)",Letter,"SE, QL"
CHE 110B,Physical Chemistry: Properties of Atoms & Molecules,4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",CHE 110A,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
CHE 110C,"Physical Chemistry: Thermodynamics, Equilibria & Kinetics",4,"Learning Activities:Lecture 3 hour(s), Discussion 1 hour(s).Grade Mode:Letter.",CHE 110B,"Lecture 3 hour(s), Discussion 1 hour(s)",Letter,
CHE 115,Instrumental Analysis,4,"Learning Activities:Lecture 2 hour(s), Laboratory 6 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Writing Experience (WE).","CHE 105; ( CHE 110B or ( CHE 107A,CHE 107B ) ) ","Lecture 2 hour(s), Laboratory 6 hour(s)",Letter,"SE, QL, WE"
CHE 118A,Organic Chemistry for Health & Life Sciences,4,"Learning Activities:Lecture 3 hour(s), Discussion/Laboratory 1.50 hour(s).Credit Limitation(s):Only 2 units credit for students who have completedCHE 008A; not open for credit to students who have completedCHE 008BorCHE 128A.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL).",CHE 002C OR CHE 002CHC- or better OR CHE 004C,"Lecture 3 hour(s), Discussion/Laboratory 1",Letter,"SE, SL"
CHE 118B,Organic Chemistry for Health & Life Sciences,4,"Learning Activities:Lecture 3 hour(s), Laboratory 3 hour(s).Credit Limitation(s):Only 1 unit of credit to students who completedCHE 128B.; not open for credit to students who have completed 8 or more units of CHE 128 and CHE 129.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL).",CHE 118AorCHE 128A,"Lecture 3 hour(s), Laboratory 3 hour(s)",Letter,"SE, SL"
CHE 118C,Organic Chemistry for Health & Life Sciences,4,"Learning Activities:Lecture 3 hour(s), Laboratory 3 hour(s).Enrollment Restriction(s):Open to students changing from the CHE 128 course sequence only if they have completed prior organic laboratory work (at least courseCHE 129A).Credit Limitation(s):Not open for credit to students who have completedCHE 128C.Grade Mode:Letter.General Education:Science & Engineering (SE); Scientific Literacy (SL).","CHE 118Bor ( CHE 128B,CHE 129A ) ","Lecture 3 hour(s), Laboratory 3 hour(s)",Letter,"SE, SL"
CHE 121,Introduction to Molecular Structure & Spectra,4,Learning Activities:Lecture 4 hour(s).Grade Mode:Letter.,CHE 110B,Lecture 4 hour(s),Letter,
CHE 122,Chemistry of Nanoparticles,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 110C OR CHE 107B,Lecture 3 hour(s),Letter,
CHE 124A,Inorganic Chemistry: Fundamentals,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 002CorCHE 002CHorCHE 004C,Lecture 3 hour(s),Letter,SE
CHE 124B,Inorganic Chemistry: Main Group Elements,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 124A,Lecture 3 hour(s),Letter,
CHE 124C,Inorganic Chemistry: D & F Block Elements,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 124A,Lecture 3 hour(s),Letter,
CHE 124L,Laboratory Methods in Inorganic Chemistry,2,Learning Activities:Laboratory 6 hour(s).Grade Mode:Letter.,CHE 124BorCHE 124C,Laboratory 6 hour(s),Letter,
CHE 125,Advanced Methods in Physical Chemistry,4,"Learning Activities:Lecture 2 hour(s), Laboratory 6 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE); Quantitative Literacy (QL); Writing Experience (WE).",CHE 110C;CHE 115,"Lecture 2 hour(s), Laboratory 6 hour(s)",Letter,"SE, QL, WE"
CHE 128A,Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Credit Limitation(s):Only 2 units credit allowed for students who have completedCHE 008A; not open for credit to students who have completedCHE 008Bor118A.Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 002CC or better OR CHE 002CHC or better OR CHE 004C,Lecture 3 hour(s),Letter,SE
CHE 128B,Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Credit Limitation(s):Full credit to students who completedCHE 008BorCHE 118A; not open for credit to students who have completedCHE 118B.Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 128A; or consent of instructor,Lecture 3 hour(s),Letter,SE
CHE 128C,Organic Chemistry,3,Learning Activities:Lecture 3 hour(s).Credit Limitation(s):Full credit to students who completedCHE 118B; Not open for credit to students who have completedCHE 118C.Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 128B,Lecture 3 hour(s),Letter,SE
CHE 129A,Organic Chemistry Laboratory,2,"Learning Activities:Lecture 1 hour(s), Laboratory 3 hour(s).Credit Limitation(s):Full credit to students who completedCHE 008B; not open for credit to students who have completedCHE 118B.Grade Mode:Letter.General Education:Science & Engineering (SE).",( CHE 002CC or better OR CHE 002CHC or better OR CHE 004C ) ;CHE 128A,"Lecture 1 hour(s), Laboratory 3 hour(s)",Letter,SE
CHE 129B,Organic Chemistry Laboratory,2,Learning Activities:Laboratory 6 hour(s).Credit Limitation(s):Not open for credit to students who have completedCHE 118C.Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 129A;CHE 128B,Laboratory 6 hour(s),Letter,SE
CHE 129C,Organic Chemistry Laboratory,2,Learning Activities:Laboratory 6 hour(s).Grade Mode:Letter.,CHE 128C;CHE 129B,Laboratory 6 hour(s),Letter,
CHE 130A,Principles of Medicinal Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 118CorCHE 128C,Lecture 3 hour(s),Letter,
CHE 130B,Computational Drug Design,3,"Learning Activities:Lecture 2 hour(s), Lecture/Lab 1 hour(s).Grade Mode:Letter.",CHE 130A,"Lecture 2 hour(s), Lecture/Lab 1 hour(s)",Letter,
CHE 130C,Case Studies in Medicinal Chemistry,1,"Learning Activities:Seminar 2 hour(s), Independent Study.Grade Mode:Pass/No Pass only.",CHE 130A;CHE 130B,"Seminar 2 hour(s), Independent Study",Pass/No Pass only,
CHE 131,Modern Methods of Organic Synthesis,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 128CorCHE 118C,Lecture 3 hour(s),Letter,SE
CHE 135,Drug Development Laboratory,3,"Learning Activities:Lecture 1 hour(s), Laboratory 6 hour(s).Grade Mode:Letter.",CHE 130B,"Lecture 1 hour(s), Laboratory 6 hour(s)",Letter,
CHE 145,Good Quality Practices,3,"Learning Activities:Discussion 1 hour(s), Laboratory 6 hour(s).Enrollment Restriction(s):Open to Chemistry and science majors.Grade Mode:Letter.General Education:Science & Engineering (SE).",CHE 118BorCHE 129B,"Discussion 1 hour(s), Laboratory 6 hour(s)",Letter,SE
CHE 150,Chemistry of Natural Products,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.General Education:Science & Engineering (SE).,CHE 118CorCHE 128C,Lecture 3 hour(s),Letter,SE
CHE 155,Scientific Programming for Chemistry,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,ECS 032Arecommended,Lecture 3 hour(s),Letter,
CHE 168,Chemical & Engineering Principles in Whisky & Fuel Alcohol Production,3,"Learning Activities:Laboratory 3 hour(s), Discussion 1 hour(s).Enrollment Restriction(s):Limited to students aged 21 years or older; open to seniors in chemical engineering and seniors in chemistry; non-majors require consent of instructor.Cross Listing:ECH 168.Grade Mode:Letter.",CHE 128A;CHE 128B; or consent of instructor,"Laboratory 3 hour(s), Discussion 1 hour(s)",Letter,
CHE 192,Internship in Chemistry,1,Learning Activities:Internship 3-18 hour(s).Repeat Credit:May be repeated 6 unit(s).Grade Mode:Pass/No Pass only.,Upper division standing; project approval by faculty sponsor prior to enrollment,Internship 3-18 hour(s),Pass/No Pass only,
CHE 194HA,Undergraduate Honors Research,2,Learning Activities:Independent Study 2 hour(s).Grade Mode:Letter.,Open only to chemistry majors who have completed 135 units and who qualify for the honors program,Independent Study 2 hour(s),Letter,
CHE 194HB,Undergraduate Honors Research,2,Learning Activities:Independent Study 2 hour(s).Grade Mode:Letter.,Open only to chemistry majors who have completed 135 units and who qualify for the honors program,Independent Study 2 hour(s),Letter,
CHE 194HC,Undergraduate Honors Research,2,Learning Activities:Independent Study 2 hour(s).Grade Mode:Letter.,Open only to chemistry majors who have completed 135 units and who qualify for the honors program,Independent Study 2 hour(s),Letter,
CHE 195,Careers in Chemistry,1,Learning Activities:Seminar 2 hour(s).Enrollment Restriction(s):Junior or senior standing in Chemistry.Repeat Credit:May be repeated 1 time(s).Grade Mode:Pass/No Pass only.,,Seminar 2 hour(s),Pass/No Pass only,
CHE 197,Projects in Chemical Education,1,Learning Activities:Discussion/Laboratory.Repeat Credit:May be repeated 12 unit(s).Grade Mode:Pass/No Pass only.,Consent of instructor,Discussion/Laboratory,Pass/No Pass only,
CHE 198,Directed Group Study,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,"Consent of instructor based upon adequate preparation in chemistry, mathematics and physics",Variable,Pass/No Pass only,
CHE 199,Special Study for Advanced Undergraduates,1,Learning Activities:Variable.Grade Mode:Pass/No Pass only.,"Consent of instructor based upon adequate preparation in chemistry, mathematics, and physics",Variable,Pass/No Pass only,
CHE 201,Chemical Uses of Symmetry & Group Theory,3,Learning Activities:Lecture 3 hour(s).Grade Mode:Letter.,CHE 124A;CHE 110B; or consent of instructor,Lecture 3 hour(s),Letter,
